Report Date,Health District,Number of Cases,Number of Hospitalizations,Number of Deaths
03/22/2021,Loudoun,24603,924,263
03/22/2021,Prince William,46330,1728,525
03/21/2021,Alexandria,10758,525,128
03/21/2021,Arlington,13882,790,242
03/21/2021,Fairfax,70741,3698,1064
03/21/2021,Loudoun,24552,924,263
03/21/2021,Prince William,46285,1727,526
03/20/2021,Alexandria,10740,523,128
03/20/2021,Arlington,13856,790,242
03/20/2021,Fairfax,70587,3695,1062
03/20/2021,Loudoun,24491,922,263
03/20/2021,Prince William,46232,1727,526
03/19/2021,Alexandria,10699,521,128
03/19/2021,Arlington,13811,790,242
03/19/2021,Fairfax,70393,3693,1061
03/19/2021,Loudoun,24434,918,262
03/19/2021,Prince William,46139,1727,526
03/18/2021,Alexandria,10671,521,130
03/18/2021,Arlington,13770,785,243
03/18/2021,Fairfax,70194,3684,1066
03/18/2021,Loudoun,24345,917,266
03/18/2021,Prince William,46040,1727,528
03/17/2021,Alexandria,10643,521,129
03/17/2021,Arlington,13729,782,243
03/17/2021,Fairfax,69918,3674,1066
03/17/2021,Loudoun,24197,913,267
03/17/2021,Prince William,45859,1725,527
03/16/2021,Alexandria,10617,521,129
03/16/2021,Arlington,13683,781,242
03/16/2021,Fairfax,69771,3657,1059
03/16/2021,Loudoun,24060,908,265
03/16/2021,Prince William,45768,1722,526
03/15/2021,Alexandria,10592,521,128
03/15/2021,Arlington,13655,781,242
03/15/2021,Fairfax,69628,3653,1057
03/15/2021,Loudoun,23986,906,264
03/15/2021,Prince William,45689,1705,525
03/14/2021,Alexandria,10570,519,128
03/14/2021,Arlington,13638,781,242
03/14/2021,Fairfax,69513,3646,1054
03/14/2021,Loudoun,23928,904,264
03/14/2021,Prince William,45613,1704,524
03/13/2021,Alexandria,10548,518,128
03/13/2021,Arlington,13603,781,242
03/13/2021,Fairfax,69362,3642,1057
03/13/2021,Loudoun,23848,901,264
03/13/2021,Prince William,45538,1703,520
03/12/2021,Alexandria,10529,518,127
03/12/2021,Arlington,13559,781,242
03/12/2021,Fairfax,69213,3637,1056
03/12/2021,Loudoun,23782,900,264
03/12/2021,Prince William,45458,1701,519
03/11/2021,Alexandria,10504,518,127
03/11/2021,Arlington,13526,781,241
03/11/2021,Fairfax,69070,3630,1052
03/11/2021,Loudoun,23708,894,262
03/11/2021,Prince William,45363,1687,513
03/10/2021,Alexandria,10490,517,127
03/10/2021,Arlington,13501,778,240
03/10/2021,Fairfax,68932,3628,1052
03/10/2021,Loudoun,23641,884,260
03/10/2021,Prince William,45309,1671,513
03/09/2021,Alexandria,10468,516,126
03/09/2021,Arlington,13481,777,240
03/09/2021,Fairfax,68806,3626,1050
03/09/2021,Loudoun,23589,882,259
03/09/2021,Prince William,45238,1667,511
03/08/2021,Alexandria,10456,514,126
03/08/2021,Arlington,13456,777,239
03/08/2021,Fairfax,68680,3617,1036
03/08/2021,Loudoun,23533,881,254
03/08/2021,Prince William,45162,1651,507
03/07/2021,Alexandria,10445,513,125
03/07/2021,Arlington,13433,777,237
03/07/2021,Fairfax,68550,3610,1028
03/07/2021,Loudoun,23472,881,253
03/07/2021,Prince William,45112,1649,504
03/06/2021,Alexandria,10429,512,123
03/06/2021,Arlington,13391,777,237
03/06/2021,Fairfax,68389,3607,1017
03/06/2021,Loudoun,23418,881,252
03/06/2021,Prince William,45043,1649,503
03/05/2021,Alexandria,10404,511,123
03/05/2021,Arlington,13342,776,236
03/05/2021,Fairfax,68250,3594,1011
03/05/2021,Loudoun,23352,879,252
03/05/2021,Prince William,44925,1635,499
03/04/2021,Alexandria,10389,511,123
03/04/2021,Arlington,13294,776,235
03/04/2021,Fairfax,68042,3587,1006
03/04/2021,Loudoun,23272,879,250
03/04/2021,Prince William,44812,1624,494
03/03/2021,Alexandria,10384,511,123
03/03/2021,Arlington,13255,775,235
03/03/2021,Fairfax,67847,3585,1006
03/03/2021,Loudoun,23221,878,249
03/03/2021,Prince William,44709,1619,493
03/02/2021,Alexandria,10352,511,120
03/02/2021,Arlington,13215,770,232
03/02/2021,Fairfax,67670,3576,977
03/02/2021,Loudoun,23183,872,246
03/02/2021,Prince William,44608,1618,475
03/01/2021,Alexandria,10342,509,119
03/01/2021,Arlington,13182,770,229
03/01/2021,Fairfax,67547,3564,969
03/01/2021,Loudoun,23126,865,237
03/01/2021,Prince William,44529,1617,470
02/28/2021,Alexandria,10328,507,118
02/28/2021,Arlington,13151,769,227
02/28/2021,Fairfax,67415,3556,950
02/28/2021,Loudoun,23076,863,229
02/28/2021,Prince William,44459,1617,454
02/27/2021,Alexandria,10299,507,114
02/27/2021,Arlington,13112,769,223
02/27/2021,Fairfax,67194,3556,940
02/27/2021,Loudoun,22997,862,221
02/27/2021,Prince William,44328,1617,446
02/26/2021,Alexandria,10285,506,113
02/26/2021,Arlington,13060,765,221
02/26/2021,Fairfax,67033,3548,928
02/26/2021,Loudoun,22939,851,214
02/26/2021,Prince William,44263,1606,434
02/25/2021,Alexandria,10259,506,112
02/25/2021,Arlington,13020,764,219
02/25/2021,Fairfax,66798,3541,909
02/25/2021,Loudoun,22873,849,208
02/25/2021,Prince William,44134,1602,420
02/24/2021,Alexandria,10229,506,110
02/24/2021,Arlington,12974,762,217
02/24/2021,Fairfax,66542,3537,900
02/24/2021,Loudoun,22816,842,207
02/24/2021,Prince William,44007,1600,412
02/23/2021,Alexandria,10210,505,109
02/23/2021,Arlington,12922,760,217
02/23/2021,Fairfax,66290,3529,890
02/23/2021,Loudoun,22762,835,205
02/23/2021,Prince William,43919,1596,402
02/22/2021,Alexandria,10186,503,107
02/22/2021,Arlington,12894,758,214
02/22/2021,Fairfax,66137,3522,879
02/22/2021,Loudoun,22704,832,203
02/22/2021,Prince William,43819,1593,397
02/21/2021,Alexandria,10171,503,105
02/21/2021,Arlington,12870,753,213
02/21/2021,Fairfax,66025,3519,871
02/21/2021,Loudoun,22654,831,200
02/21/2021,Prince William,43746,1593,388
02/20/2021,Alexandria,10134,502,104
02/20/2021,Arlington,12805,753,212
02/20/2021,Fairfax,65738,3514,860
02/20/2021,Loudoun,22557,830,199
02/20/2021,Prince William,43572,1592,376
02/19/2021,Alexandria,10113,502,104
02/19/2021,Arlington,12768,753,212
02/19/2021,Fairfax,65560,3503,853
02/19/2021,Loudoun,22486,830,195
02/19/2021,Prince William,43470,1591,369
02/18/2021,Alexandria,10092,500,104
02/18/2021,Arlington,12726,752,211
02/18/2021,Fairfax,65374,3496,853
02/18/2021,Loudoun,22405,828,195
02/18/2021,Prince William,43365,1588,369
02/17/2021,Alexandria,10056,498,104
02/17/2021,Arlington,12684,751,210
02/17/2021,Fairfax,65154,3491,853
02/17/2021,Loudoun,22351,822,195
02/17/2021,Prince William,43237,1586,369
02/16/2021,Alexandria,10037,497,104
02/16/2021,Arlington,12653,750,210
02/16/2021,Fairfax,64950,3482,849
02/16/2021,Loudoun,22310,818,195
02/16/2021,Prince William,43104,1582,368
02/15/2021,Alexandria,10006,496,104
02/15/2021,Arlington,12611,749,209
02/15/2021,Fairfax,64756,3474,848
02/15/2021,Loudoun,22246,815,193
02/15/2021,Prince William,42997,1576,368
02/14/2021,Alexandria,9985,496,104
02/14/2021,Arlington,12589,747,209
02/14/2021,Fairfax,64588,3470,848
02/14/2021,Loudoun,22186,815,193
02/14/2021,Prince William,42909,1575,368
02/13/2021,Alexandria,9946,496,104
02/13/2021,Arlington,12550,747,209
02/13/2021,Fairfax,64326,3465,847
02/13/2021,Loudoun,22102,815,193
02/13/2021,Prince William,42771,1573,368
02/12/2021,Alexandria,9903,495,104
02/12/2021,Arlington,12504,746,209
02/12/2021,Fairfax,63924,3455,846
02/12/2021,Loudoun,22007,814,193
02/12/2021,Prince William,42566,1571,367
02/11/2021,Alexandria,9846,495,104
02/11/2021,Arlington,12440,746,209
02/11/2021,Fairfax,63623,3447,845
02/11/2021,Loudoun,21897,808,190
02/11/2021,Prince William,42416,1571,368
02/10/2021,Alexandria,9798,495,105
02/10/2021,Arlington,12364,745,209
02/10/2021,Fairfax,63211,3428,840
02/10/2021,Loudoun,21808,798,191
02/10/2021,Prince William,42151,1570,368
02/09/2021,Alexandria,9778,494,105
02/09/2021,Arlington,12306,744,208
02/09/2021,Fairfax,62730,3410,835
02/09/2021,Loudoun,21723,793,189
02/09/2021,Prince William,41858,1567,367
02/08/2021,Alexandria,9744,494,105
02/08/2021,Arlington,12262,742,207
02/08/2021,Fairfax,62502,3389,826
02/08/2021,Loudoun,21564,789,188
02/08/2021,Prince William,41585,1562,365
02/07/2021,Alexandria,9732,494,105
02/07/2021,Arlington,12221,740,206
02/07/2021,Fairfax,62412,3389,826
02/07/2021,Loudoun,21552,789,188
02/07/2021,Prince William,41494,1561,365
02/06/2021,Alexandria,9702,493,105
02/06/2021,Arlington,12150,740,205
02/06/2021,Fairfax,62179,3382,826
02/06/2021,Loudoun,21492,789,188
02/06/2021,Prince William,41306,1561,366
02/05/2021,Alexandria,9630,492,105
02/05/2021,Arlington,12034,738,205
02/05/2021,Fairfax,61649,3372,822
02/05/2021,Loudoun,21261,788,186
02/05/2021,Prince William,40981,1552,365
02/04/2021,Alexandria,9574,491,105
02/04/2021,Arlington,11928,736,204
02/04/2021,Fairfax,61236,3343,817
02/04/2021,Loudoun,21015,782,184
02/04/2021,Prince William,40696,1550,362
02/03/2021,Alexandria,9544,490,104
02/03/2021,Arlington,11867,735,203
02/03/2021,Fairfax,60998,3338,811
02/03/2021,Loudoun,20791,779,184
02/03/2021,Prince William,40519,1544,358
02/02/2021,Alexandria,9528,489,104
02/02/2021,Arlington,11806,732,203
02/02/2021,Fairfax,60690,3325,807
02/02/2021,Loudoun,20618,769,183
02/02/2021,Prince William,40383,1541,356
02/01/2021,Alexandria,9482,489,104
02/01/2021,Arlington,11769,729,201
02/01/2021,Fairfax,60436,3317,802
02/01/2021,Loudoun,20484,765,181
02/01/2021,Prince William,40207,1539,354
01/31/2021,Alexandria,9435,489,104
01/31/2021,Arlington,11691,729,201
01/31/2021,Fairfax,60199,3315,802
01/31/2021,Loudoun,20384,765,181
01/31/2021,Prince William,40011,1537,354
01/30/2021,Alexandria,9407,489,104
01/30/2021,Arlington,11648,729,201
01/30/2021,Fairfax,59999,3311,802
01/30/2021,Loudoun,20277,765,181
01/30/2021,Prince William,39845,1535,354
01/29/2021,Alexandria,9342,488,104
01/29/2021,Arlington,11555,725,200
01/29/2021,Fairfax,59549,3306,800
01/29/2021,Loudoun,20077,751,179
01/29/2021,Prince William,39476,1529,349
01/28/2021,Alexandria,9299,486,103
01/28/2021,Arlington,11487,723,199
01/28/2021,Fairfax,59209,3293,788
01/28/2021,Loudoun,19821,741,175
01/28/2021,Prince William,39228,1524,343
01/27/2021,Alexandria,9236,485,102
01/27/2021,Arlington,11414,721,197
01/27/2021,Fairfax,58790,3275,778
01/27/2021,Loudoun,19508,729,173
01/27/2021,Prince William,38984,1520,336
01/26/2021,Alexandria,9190,484,101
01/26/2021,Arlington,11341,715,197
01/26/2021,Fairfax,58237,3259,776
01/26/2021,Loudoun,19161,725,171
01/26/2021,Prince William,38685,1517,332
01/25/2021,Alexandria,9121,484,101
01/25/2021,Arlington,11269,715,197
01/25/2021,Fairfax,57833,3254,768
01/25/2021,Loudoun,18848,723,171
01/25/2021,Prince William,38369,1515,325
01/24/2021,Alexandria,9050,483,101
01/24/2021,Arlington,11149,715,197
01/24/2021,Fairfax,57128,3247,768
01/24/2021,Loudoun,18381,723,171
01/24/2021,Prince William,37846,1512,325
01/23/2021,Alexandria,9021,483,101
01/23/2021,Arlington,11093,714,196
01/23/2021,Fairfax,56788,3235,769
01/23/2021,Loudoun,18151,723,171
01/23/2021,Prince William,37620,1508,325
01/22/2021,Alexandria,8975,483,99
01/22/2021,Arlington,11006,714,196
01/22/2021,Fairfax,56484,3225,765
01/22/2021,Loudoun,17809,717,171
01/22/2021,Prince William,37424,1504,323
01/21/2021,Alexandria,8917,482,97
01/21/2021,Arlington,10954,712,195
01/21/2021,Fairfax,56222,3208,758
01/21/2021,Loudoun,17571,715,171
01/21/2021,Prince William,37111,1501,320
01/20/2021,Alexandria,8871,477,96
01/20/2021,Arlington,10913,710,192
01/20/2021,Fairfax,55929,3199,754
01/20/2021,Loudoun,17389,699,170
01/20/2021,Prince William,36989,1498,319
01/19/2021,Alexandria,8810,469,96
01/19/2021,Arlington,10860,707,189
01/19/2021,Fairfax,55534,3191,749
01/19/2021,Loudoun,17236,692,170
01/19/2021,Prince William,36736,1497,316
01/18/2021,Alexandria,8745,467,95
01/18/2021,Arlington,10790,708,188
01/18/2021,Fairfax,55225,3188,748
01/18/2021,Loudoun,17014,688,168
01/18/2021,Prince William,36396,1493,313
01/17/2021,Alexandria,8612,466,95
01/17/2021,Arlington,10677,708,188
01/17/2021,Fairfax,54587,3182,748
01/17/2021,Loudoun,16637,687,168
01/17/2021,Prince William,35803,1493,313
01/16/2021,Alexandria,8514,464,95
01/16/2021,Arlington,10520,689,187
01/16/2021,Fairfax,53064,3179,748
01/16/2021,Loudoun,16245,684,168
01/16/2021,Prince William,34295,1492,313
01/15/2021,Alexandria,8448,463,94
01/15/2021,Arlington,10426,688,187
01/15/2021,Fairfax,52314,3173,746
01/15/2021,Loudoun,16035,680,166
01/15/2021,Prince William,33867,1491,311
01/14/2021,Alexandria,8387,462,94
01/14/2021,Arlington,10359,688,187
01/14/2021,Fairfax,51892,3152,741
01/14/2021,Loudoun,15876,678,165
01/14/2021,Prince William,33494,1484,310
01/13/2021,Alexandria,8307,460,91
01/13/2021,Arlington,10277,687,187
01/13/2021,Fairfax,51257,3141,736
01/13/2021,Loudoun,15711,669,165
01/13/2021,Prince William,33175,1477,305
01/12/2021,Alexandria,8248,458,91
01/12/2021,Arlington,10202,687,186
01/12/2021,Fairfax,50826,3128,731
01/12/2021,Loudoun,15604,668,165
01/12/2021,Prince William,32962,1474,304
01/11/2021,Alexandria,8156,456,91
01/11/2021,Arlington,10117,687,186
01/11/2021,Fairfax,50379,3115,723
01/11/2021,Loudoun,15443,668,164
01/11/2021,Prince William,32676,1471,301
01/10/2021,Alexandria,8087,454,91
01/10/2021,Arlington,9997,671,185
01/10/2021,Fairfax,49634,3111,723
01/10/2021,Loudoun,15368,668,164
01/10/2021,Prince William,32362,1469,301
01/09/2021,Alexandria,7985,454,91
01/09/2021,Arlington,9847,671,185
01/09/2021,Fairfax,48981,3109,723
01/09/2021,Loudoun,15286,667,164
01/09/2021,Prince William,32126,1468,301
01/08/2021,Alexandria,7817,449,91
01/08/2021,Arlington,9654,671,185
01/08/2021,Fairfax,48412,3107,715
01/08/2021,Loudoun,15219,661,162
01/08/2021,Prince William,31818,1465,301
01/07/2021,Alexandria,7747,448,89
01/07/2021,Arlington,9541,670,184
01/07/2021,Fairfax,47744,3098,713
01/07/2021,Loudoun,15095,659,162
01/07/2021,Prince William,31588,1455,301
01/06/2021,Alexandria,7676,444,89
01/06/2021,Arlington,9420,670,184
01/06/2021,Fairfax,47281,3075,707
01/06/2021,Loudoun,14973,657,161
01/06/2021,Prince William,31294,1452,300
01/05/2021,Alexandria,7586,444,88
01/05/2021,Arlington,9338,669,184
01/05/2021,Fairfax,46852,3057,705
01/05/2021,Loudoun,14786,654,161
01/05/2021,Prince William,30935,1446,299
01/04/2021,Alexandria,7538,442,88
01/04/2021,Arlington,9290,667,182
01/04/2021,Fairfax,46595,3032,703
01/04/2021,Loudoun,14569,654,161
01/04/2021,Prince William,30608,1440,299
01/03/2021,Alexandria,7487,438,88
01/03/2021,Arlington,9250,668,183
01/03/2021,Fairfax,46242,3021,701
01/03/2021,Loudoun,14518,654,161
01/03/2021,Prince William,30392,1440,299
01/02/2021,Alexandria,7372,436,88
01/02/2021,Arlington,9145,666,181
01/02/2021,Fairfax,45644,3018,701
01/02/2021,Loudoun,14481,654,161
01/02/2021,Prince William,30067,1437,299
01/01/2021,Alexandria,7366,436,88
01/01/2021,Arlington,8993,656,180
01/01/2021,Fairfax,45011,3012,699
01/01/2021,Loudoun,14352,654,161
01/01/2021,Prince William,29746,1435,298
12/31/2020,Alexandria,7298,431,87
12/31/2020,Arlington,8872,656,180
12/31/2020,Fairfax,44456,2985,695
12/31/2020,Loudoun,14169,652,159
12/31/2020,Prince William,29337,1432,297
12/30/2020,Alexandria,7231,430,87
12/30/2020,Arlington,8786,655,181
12/30/2020,Fairfax,43912,2968,695
12/30/2020,Loudoun,13996,643,158
12/30/2020,Prince William,29040,1427,294
12/29/2020,Alexandria,7163,430,87
12/29/2020,Arlington,8687,653,180
12/29/2020,Fairfax,43578,2942,691
12/29/2020,Loudoun,13848,639,156
12/29/2020,Prince William,28827,1423,289
12/28/2020,Alexandria,7107,426,86
12/28/2020,Arlington,8631,647,177
12/28/2020,Fairfax,43251,2920,687
12/28/2020,Loudoun,13683,631,154
12/28/2020,Prince William,28544,1415,287
12/27/2020,Alexandria,7068,426,86
12/27/2020,Arlington,8568,647,177
12/27/2020,Fairfax,42921,2917,687
12/27/2020,Loudoun,13600,630,154
12/27/2020,Prince William,28396,1413,287
12/26/2020,Alexandria,6985,424,86
12/26/2020,Arlington,8475,647,176
12/26/2020,Fairfax,42217,2911,687
12/26/2020,Loudoun,13441,629,154
12/26/2020,Prince William,27999,1411,287
12/25/2020,Alexandria,6985,424,86
12/25/2020,Arlington,8414,647,176
12/25/2020,Fairfax,42206,2911,686
12/25/2020,Loudoun,13280,629,154
12/25/2020,Prince William,27804,1409,286
12/24/2020,Alexandria,6913,422,85
12/24/2020,Arlington,8289,649,176
12/24/2020,Fairfax,41784,2889,682
12/24/2020,Loudoun,13171,628,154
12/24/2020,Prince William,27387,1404,286
12/23/2020,Alexandria,6845,421,85
12/23/2020,Arlington,8222,639,174
12/23/2020,Fairfax,41225,2877,679
12/23/2020,Loudoun,13082,628,154
12/23/2020,Prince William,27041,1400,286
12/22/2020,Alexandria,6782,418,84
12/22/2020,Arlington,8121,636,169
12/22/2020,Fairfax,40921,2845,676
12/22/2020,Loudoun,12925,628,154
12/22/2020,Prince William,26618,1389,284
12/21/2020,Alexandria,6717,414,83
12/21/2020,Arlington,8054,634,169
12/21/2020,Fairfax,40551,2820,670
12/21/2020,Loudoun,12861,621,155
12/21/2020,Prince William,26282,1386,284
12/20/2020,Alexandria,6660,413,83
12/20/2020,Arlington,7975,634,168
12/20/2020,Fairfax,39637,2811,670
12/20/2020,Loudoun,12682,620,155
12/20/2020,Prince William,26117,1385,284
12/19/2020,Alexandria,6533,411,83
12/19/2020,Arlington,7821,633,168
12/19/2020,Fairfax,39149,2806,669
12/19/2020,Loudoun,12503,620,155
12/19/2020,Prince William,25862,1383,284
12/18/2020,Alexandria,6456,409,82
12/18/2020,Arlington,7710,633,168
12/18/2020,Fairfax,38885,2792,667
12/18/2020,Loudoun,12386,616,155
12/18/2020,Prince William,25663,1373,284
12/17/2020,Alexandria,6421,407,82
12/17/2020,Arlington,7661,631,167
12/17/2020,Fairfax,38490,2774,665
12/17/2020,Loudoun,12297,612,155
12/17/2020,Prince William,25434,1363,283
12/16/2020,Alexandria,6367,401,82
12/16/2020,Arlington,7594,629,166
12/16/2020,Fairfax,38089,2755,664
12/16/2020,Loudoun,12193,601,154
12/16/2020,Prince William,25126,1359,281
12/15/2020,Alexandria,6315,398,82
12/15/2020,Arlington,7525,615,164
12/15/2020,Fairfax,37779,2735,663
12/15/2020,Loudoun,12029,595,154
12/15/2020,Prince William,24859,1355,281
12/14/2020,Alexandria,6260,396,82
12/14/2020,Arlington,7463,612,164
12/14/2020,Fairfax,37440,2728,657
12/14/2020,Loudoun,11937,584,151
12/14/2020,Prince William,24674,1351,278
12/13/2020,Alexandria,6215,396,82
12/13/2020,Arlington,7395,612,164
12/13/2020,Fairfax,36933,2727,657
12/13/2020,Loudoun,11788,584,151
12/13/2020,Prince William,24562,1345,278
12/12/2020,Alexandria,6165,395,82
12/12/2020,Arlington,7263,612,164
12/12/2020,Fairfax,36491,2722,657
12/12/2020,Loudoun,11709,583,151
12/12/2020,Prince William,24252,1343,278
12/11/2020,Alexandria,6089,390,82
12/11/2020,Arlington,7206,611,164
12/11/2020,Fairfax,36119,2713,649
12/11/2020,Loudoun,11545,580,151
12/11/2020,Prince William,23833,1341,276
12/10/2020,Alexandria,6012,390,82
12/10/2020,Arlington,7097,607,164
12/10/2020,Fairfax,35796,2695,648
12/10/2020,Loudoun,11420,575,151
12/10/2020,Prince William,23543,1336,275
12/09/2020,Alexandria,5950,388,81
12/09/2020,Arlington,7062,604,162
12/09/2020,Fairfax,35356,2690,645
12/09/2020,Loudoun,11270,572,151
12/09/2020,Prince William,23296,1332,273
12/08/2020,Alexandria,5874,384,81
12/08/2020,Arlington,6944,603,161
12/08/2020,Fairfax,34836,2679,643
12/08/2020,Loudoun,11005,571,151
12/08/2020,Prince William,22952,1323,272
12/07/2020,Alexandria,5790,383,82
12/07/2020,Arlington,6904,597,158
12/07/2020,Fairfax,34108,2666,641
12/07/2020,Loudoun,10832,570,150
12/07/2020,Prince William,22647,1319,271
12/06/2020,Alexandria,5669,382,82
12/06/2020,Arlington,6792,597,158
12/06/2020,Fairfax,33488,2646,641
12/06/2020,Loudoun,10635,570,150
12/06/2020,Prince William,22551,1317,271
12/05/2020,Alexandria,5602,378,82
12/05/2020,Arlington,6640,597,158
12/05/2020,Fairfax,32921,2644,641
12/05/2020,Loudoun,10557,570,150
12/05/2020,Prince William,22289,1318,271
12/04/2020,Alexandria,5513,373,81
12/04/2020,Arlington,6535,596,157
12/04/2020,Fairfax,32577,2640,640
12/04/2020,Loudoun,10469,568,150
12/04/2020,Prince William,22071,1307,271
12/03/2020,Alexandria,5479,373,79
12/03/2020,Arlington,6472,593,157
12/03/2020,Fairfax,32240,2627,639
12/03/2020,Loudoun,10376,567,150
12/03/2020,Prince William,21936,1300,271
12/02/2020,Alexandria,5447,370,77
12/02/2020,Arlington,6417,593,157
12/02/2020,Fairfax,31982,2613,639
12/02/2020,Loudoun,10302,566,144
12/02/2020,Prince William,21727,1295,271
12/01/2020,Alexandria,5404,366,77
12/01/2020,Arlington,6334,589,157
12/01/2020,Fairfax,31605,2591,639
12/01/2020,Loudoun,10232,561,144
12/01/2020,Prince William,21540,1289,271
11/30/2020,Alexandria,5366,364,77
11/30/2020,Arlington,6299,589,157
11/30/2020,Fairfax,31388,2561,638
11/30/2020,Loudoun,10049,556,143
11/30/2020,Prince William,21389,1282,271
11/29/2020,Alexandria,5333,359,77
11/29/2020,Arlington,6260,586,157
11/29/2020,Fairfax,31126,2559,638
11/29/2020,Loudoun,10021,556,142
11/29/2020,Prince William,21229,1281,271
11/28/2020,Alexandria,5303,356,77
11/28/2020,Arlington,6203,577,157
11/28/2020,Fairfax,30759,2551,638
11/28/2020,Loudoun,9980,556,142
11/28/2020,Prince William,21126,1280,271
11/27/2020,Alexandria,5222,354,77
11/27/2020,Arlington,6117,577,157
11/27/2020,Fairfax,30260,2542,639
11/27/2020,Loudoun,9872,555,142
11/27/2020,Prince William,20857,1276,272
11/26/2020,Alexandria,5169,354,77
11/26/2020,Arlington,6048,572,157
11/26/2020,Fairfax,30242,2542,638
11/26/2020,Loudoun,9817,555,142
11/26/2020,Prince William,20686,1274,273
11/25/2020,Alexandria,5106,353,77
11/25/2020,Arlington,5994,572,157
11/25/2020,Fairfax,29868,2527,635
11/25/2020,Loudoun,9717,550,142
11/25/2020,Prince William,20447,1271,272
11/24/2020,Alexandria,5051,350,77
11/24/2020,Arlington,5905,569,157
11/24/2020,Fairfax,29472,2513,632
11/24/2020,Loudoun,9512,544,139
11/24/2020,Prince William,20102,1267,270
11/23/2020,Alexandria,5010,348,77
11/23/2020,Arlington,5856,569,157
11/23/2020,Fairfax,29089,2505,629
11/23/2020,Loudoun,9345,536,139
11/23/2020,Prince William,19877,1266,268
11/22/2020,Alexandria,4935,347,77
11/22/2020,Arlington,5758,568,156
11/22/2020,Fairfax,28634,2503,629
11/22/2020,Loudoun,9265,535,139
11/22/2020,Prince William,19667,1265,268
11/21/2020,Alexandria,4882,346,77
11/21/2020,Arlington,5673,568,156
11/21/2020,Fairfax,28345,2501,629
11/21/2020,Loudoun,9216,535,139
11/21/2020,Prince William,19613,1265,268
11/20/2020,Alexandria,4831,345,77
11/20/2020,Arlington,5603,566,156
11/20/2020,Fairfax,28013,2493,629
11/20/2020,Loudoun,9149,531,139
11/20/2020,Prince William,19467,1260,267
11/19/2020,Alexandria,4797,345,77
11/19/2020,Arlington,5544,566,156
11/19/2020,Fairfax,27752,2478,627
11/19/2020,Loudoun,9046,529,138
11/19/2020,Prince William,19297,1257,267
11/18/2020,Alexandria,4768,344,76
11/18/2020,Arlington,5512,563,156
11/18/2020,Fairfax,27545,2462,626
11/18/2020,Loudoun,9020,527,136
11/18/2020,Prince William,19140,1252,266
11/17/2020,Alexandria,4726,343,76
11/17/2020,Arlington,5454,561,157
11/17/2020,Fairfax,27291,2447,625
11/17/2020,Loudoun,8954,520,136
11/17/2020,Prince William,18965,1244,265
11/16/2020,Alexandria,4698,341,76
11/16/2020,Arlington,5380,561,157
11/16/2020,Fairfax,27095,2440,625
11/16/2020,Loudoun,8894,516,136
11/16/2020,Prince William,18807,1237,265
11/15/2020,Alexandria,4635,336,76
11/15/2020,Arlington,5298,561,157
11/15/2020,Fairfax,26695,2433,625
11/15/2020,Loudoun,8810,516,135
11/15/2020,Prince William,18594,1236,265
11/14/2020,Alexandria,4619,336,76
11/14/2020,Arlington,5241,559,157
11/14/2020,Fairfax,26518,2428,625
11/14/2020,Loudoun,8706,515,135
11/14/2020,Prince William,18529,1236,265
11/13/2020,Alexandria,4602,336,76
11/13/2020,Arlington,5191,558,155
11/13/2020,Fairfax,26401,2423,625
11/13/2020,Loudoun,8642,515,135
11/13/2020,Prince William,18446,1233,264
11/12/2020,Alexandria,4578,336,76
11/12/2020,Arlington,5158,552,155
11/12/2020,Fairfax,26265,2409,624
11/12/2020,Loudoun,8622,511,134
11/12/2020,Prince William,18341,1228,264
11/11/2020,Alexandria,4559,334,76
11/11/2020,Arlington,5130,547,155
11/11/2020,Fairfax,26051,2390,624
11/11/2020,Loudoun,8560,511,134
11/11/2020,Prince William,18254,1226,263
11/10/2020,Alexandria,4533,334,76
11/10/2020,Arlington,5093,546,155
11/10/2020,Fairfax,25846,2383,622
11/10/2020,Loudoun,8486,508,134
11/10/2020,Prince William,18154,1223,262
11/09/2020,Alexandria,4517,334,76
11/09/2020,Arlington,5060,546,155
11/09/2020,Fairfax,25715,2377,621
11/09/2020,Loudoun,8413,505,134
11/09/2020,Prince William,18067,1216,259
11/08/2020,Alexandria,4499,333,76
11/08/2020,Arlington,5036,545,155
11/08/2020,Fairfax,25555,2366,621
11/08/2020,Loudoun,8336,505,134
11/08/2020,Prince William,17972,1215,259
11/07/2020,Alexandria,4481,332,76
11/07/2020,Arlington,4970,545,154
11/07/2020,Fairfax,25343,2355,621
11/07/2020,Loudoun,8313,505,134
11/07/2020,Prince William,17854,1215,259
11/06/2020,Alexandria,4444,331,76
11/06/2020,Arlington,4919,543,154
11/06/2020,Fairfax,25152,2353,609
11/06/2020,Loudoun,8225,498,134
11/06/2020,Prince William,17761,1214,259
11/05/2020,Alexandria,4413,329,76
11/05/2020,Arlington,4872,542,154
11/05/2020,Fairfax,24969,2342,620
11/05/2020,Loudoun,8175,495,133
11/05/2020,Prince William,17660,1213,258
11/04/2020,Alexandria,4391,328,74
11/04/2020,Arlington,4854,541,154
11/04/2020,Fairfax,24833,2327,619
11/04/2020,Loudoun,8143,493,132
11/04/2020,Prince William,17564,1209,258
11/03/2020,Alexandria,4377,326,74
11/03/2020,Arlington,4813,540,154
11/03/2020,Fairfax,24701,2323,619
11/03/2020,Loudoun,8105,492,132
11/03/2020,Prince William,17496,1207,258
